"","Bronx County","Kings County","New York County","Queens County","Richmond County","Fri","Mon","Sat","Sun","Thu","Tue","Wed","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","day_index","day_of_year","year","temp","dewp","slp","visib","wdsp","gust","max","min","prcp","sndp","fog","NUM_COLLISIONS"
"3817",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,902,172,2015,28.1,18.4,1024.9,10,7.6,999.9,39.9,14,0,0,0,0.566964285714286
"3822",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,907,177,2015,34.1,28.9,1012.6,7.2,12.9,40,39.9,15.1,0,0,1,0.638392857142857
"3826",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,911,181,2015,16.8,5,1018.5,9.8,15.8,38.1,39.9,10.9,0.01,0,0,0.691964285714286
"3833",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,918,188,2015,27.4,16,1019.2,9.5,10.3,999.9,33.1,10.9,0,0,0,0.491071428571429
"3840",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,925,195,2015,34.5,29.9,1015.9,7.6,6,999.9,37.9,21.9,0,0,0,0.446428571428571
"3844",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,929,199,2015,37.1,34.3,1014.1,6.3,14.9,28,37.9,30.9,0.04,0,0,0.629464285714286
"3849",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,934,204,2015,36.4,32.9,1013.9,7.4,21.1,34,37.9,35.1,0.07,0,0,0.602678571428571
"3854",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,939,209,2015,32.6,23.3,1014,9.9,23.9,40,37,30.9,0.01,0,0,0.647321428571429
"3859",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,944,214,2015,31,23.6,1009.5,8.9,9.5,999.9,35.1,27,0,0,0,0.580357142857143
"3862",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,947,217,2015,21.8,11,1010.9,8.1,16.2,33,35.1,14,0.04,0,0,0.683035714285714
"3869",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,954,224,2015,20.6,8.9,1016.8,8.6,8.4,999.9,33.1,8.1,0,0,1,0.441964285714286
"3875",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,960,230,2015,25.7,21,996.7,4.6,19.6,55.9,34,8.1,0.04,0,1,0.392857142857143
"3877",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,962,232,2015,10.7,-4.6,1010.9,8.6,22.7,42.9,32,1.9,0,0,0,0.392857142857143
"3885",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,970,240,2015,21.7,11.8,1014.9,6.5,7.7,22,28.9,17.1,0,0,0,0.678571428571429
"3887",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,972,242,2015,30.6,24.5,1010.4,10,8.8,999.9,36,16,0,0,0,0.678571428571429
"3894",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,979,249,2015,27,19.7,1003.6,6.9,11,32.1,36,19.9,0,0,0,0.504464285714286
"3897",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,982,252,2015,14.1,-0.8,1013.5,9.5,18.8,32.1,19,8.6,0.01,0,0,0.607142857142857
"3901",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,986,256,2015,21.9,10.6,1031.6,10,8.5,999.9,37,3.9,0,0,0,0.5625
"3910",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,995,265,2015,36,34,1021.6,2.6,7.7,28,41,33.1,0.82,0,1,0.6875
"3914",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,269,2015,29.4,19.6,1020.2,6,8.9,25.1,41,21,0.25,0,1,0.495535714285714
"3916",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1001,271,2015,14.3,0.2,1024.1,10,11.9,26,33.1,8.1,0,0,0,0.410714285714286
"3922",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1007,277,2015,29.9,21.8,1009.4,7.9,12.4,27,33.8,23,0.02,0,0,0.223214285714286
"3926",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1012,282,2015,28,19.6,1014.9,7.5,12,31.1,33.1,25,0,0,1,0.147321428571429
"3933",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1019,289,2015,24.2,12.2,1023.7,10,9.3,999.9,30.9,19.9,0,0,0,0.513392857142857
"3938",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1024,294,2015,22.2,9.9,1037.3,10,7.2,15,28,16,0,0,0,0.651785714285714
"3942",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1028,298,2015,23.1,14.2,1037.5,9.1,5.1,999.9,30.9,10,0,0,0,0.834821428571429
"3948",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1034,304,2015,33.4,27.2,1016.1,6.8,10.9,28,36,30.2,0.36,0,0,0.691964285714286
"3953",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1039,309,2015,27,10.3,1026.1,10,10.8,21,36,23,0.12,0,0,0.741071428571429
"3956",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1042,312,2015,36.1,33.8,1009.2,3.1,14.8,28,41,23,0.31,0,1,0.59375
"3960",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1046,316,2015,32.7,30.2,1014.8,1.6,10,25.1,41,24.1,0.31,0,1,0.977678571428571
"3969",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1055,325,2015,22.7,12.6,1028.3,8.3,11.7,26,37,16,0.01,0,0,1
"3973",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1059,329,2015,25,15.9,1023.3,9.9,10.9,28.9,33.1,12,0,0,0,0.571428571428571
"3976",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1062,332,2015,33.8,28,1016.9,9.2,8,27,39,14,0,0,0,0.433035714285714
"3982",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1068,338,2015,35.6,26.1,1020.1,9.6,9.5,25.1,44.1,24.1,0,0,0,0.700892857142857
"3989",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1075,345,2015,36.5,30.3,1025.5,9.9,6,999.9,44.1,24.1,0,0,0,0.611607142857143
"3991",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1077,347,2015,42.1,38.5,1012.8,5,12.3,25.1,48,28,0.55,0,1,0.544642857142857
"3999",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1085,355,2015,38.1,21.9,1020.9,10,14.1,31.1,48,33.1,0.25,0,0,0.620535714285714
"4000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1086,356,2015,31.1,11.6,1034.5,10,12.3,26,41,26.1,0,0,0,0.674107142857143
"4008",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1094,364,2015,38.7,33.3,1025.1,5.8,10.8,28,46,26.1,0,0,1,0.598214285714286
"4011",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,732,2,2015,38.5,33.8,1002.5,7,12.3,28.9,46,30.9,1.16,0,0,0.482142857142857
"4019",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,740,10,2015,32.9,18.5,1011.1,9,17.1,39,43,28,0.01,0,0,0.580357142857143
"4022",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,743,13,2015,38.6,34.1,1003.7,7.9,10.1,39,46.9,28,0.01,0,0,0.540178571428571
"4027",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,748,18,2015,31,3.9,1009,10,21.1,44.1,46.9,28,0.19,0,0,0.633928571428571
"4034",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,755,25,2015,27.6,-1.5,1020.8,10,18.3,35,35.1,21.9,0,0,0,0.611607142857143
"4035",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,756,26,2015,30.3,13.2,1027.2,9,6.3,15.9,35.1,21.9,0,0,0,0.665178571428571
"4044",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,765,35,2015,34.2,31,1016.6,7,8.5,999.9,41,21.9,0.02,0,0,0.540178571428571
"4045",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,766,36,2015,35.1,18.8,1011.9,9.4,15.7,33,41,21,0.13,0,0,0.491071428571429
"4053",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,774,44,2015,27.2,1.4,1019.5,10,14.9,32.1,37.9,21,0,0,0,0.607142857142857
"4056",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,777,47,2015,31.4,16.3,1024.7,10,6.7,999.9,37.9,21,0,0,0,0.660714285714286
"4060",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,781,51,2015,33.6,24.1,1028.8,9.9,6.7,999.9,44.1,24.1,0,0,0,0.59375
"4067",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,788,58,2015,42.6,39.7,1016.9,4.2,12.8,27,46.9,27,0.02,0,1,0.540178571428571
"4070",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,791,61,2015,42.4,40,1004.3,5.1,13.1,31.1,48.9,37.9,0.44,0,1,0.575892857142857
"4077",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,798,68,2015,37.4,34.5,1005.4,7.8,12.7,28,39,33.8,0.24,0,0,0.5
"4084",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,805,75,2015,34.9,23.9,1019.2,9.5,10.6,22.9,39.9,28.9,0.19,0,0,0.566964285714286
"4087",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,808,78,2015,36.8,28.3,1014.8,9.8,11,20,44.1,27,0,0,0,0.558035714285714
"4092",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,813,83,2015,39.4,31.2,1008,9.8,13.6,26,46,33.1,0,0,0,0.651785714285714
"4096",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,817,87,2015,37.9,24.8,1012.3,9.8,11.5,26,46,34,0.01,0,0,0.589285714285714
"4102",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,823,93,2015,37.1,27.6,1022.3,9.9,7,999.9,46.9,24.1,0,0,0,0.6875
"4106",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,827,97,2015,45,41.6,1012.8,5.9,14.6,22,48,42.1,0,0,0,0.491071428571429
"4110",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,831,101,2015,47.3,39.1,1004.1,4.8,13.7,35,57,41,0.27,0,1,0.607142857142857
"4118",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,839,109,2015,41.6,27.3,1020.4,10,12.5,25.1,57,34,0.05,0,0,0.441964285714286
"4123",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,844,114,2015,43.2,36.1,1026.3,9.5,6.8,999.9,51.1,32,0,0,1,0.5
"4129",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,850,120,2015,44.2,40.5,1024,8.6,9.3,21,51.1,32,0.12,0,0,0.392857142857143
"4130",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,851,121,2015,41.2,34.2,1028.3,10,14.8,28,48,39,0.06,0,0,0.370535714285714
"4139",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,860,130,2015,39.4,35.5,1024.6,4.5,18.7,33,46.9,37,0.18,0,0,0.473214285714286
"4141",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,862,132,2015,43.9,41.7,1015.2,3.6,9.4,27,53.1,37,0.01,0,1,0.535714285714286
"4146",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,867,137,2015,47.8,40.7,1010.9,5.1,12.4,24.1,57.9,39.9,0.26,0,1,0.558035714285714
"4150",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,871,141,2015,45,31.4,1022.8,10,10.1,22.9,57.9,32,0,0,0,0.370535714285714
"4156",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,877,147,2015,45,38.2,1027.8,10,9.1,999.9,54,32,0,0,0,0.678571428571429
"4163",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,884,154,2015,49.8,46.3,1021.3,8.9,10.2,29.9,54,37.9,0,0,0,0.580357142857143
"4167",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,888,158,2015,50.6,35.8,1019.2,8.3,6.9,27,62.1,37.9,0.03,0,1,0.571428571428571
"4170",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,891,161,2015,46.4,28.5,1029.7,10,8.6,17.1,62.1,37.9,0,0,0,0.642857142857143
"4177",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,898,168,2015,47.5,43.2,1021.5,6.9,12.5,24.1,54,39,0,0,1,0.683035714285714
"4183",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,904,174,2015,51.9,45.2,1012.7,7.3,7.7,999.9,64,41,0.12,0,1,0.638392857142857
"4187",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,908,178,2015,46.3,37.4,1022,9.9,11,27,64,39.9,0,0,0,0.433035714285714
"4193",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,914,184,2015,45.2,40.7,1019.6,8.5,16.2,38.1,52,39.9,0,0,0,0.611607142857143
"4198",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,919,189,2015,51.5,48.6,1004,3.6,14.3,35,55.9,39.9,0.32,0,1,0.691964285714286
"4200",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,921,191,2015,49.8,39.7,1007.9,10,8.6,22,57,37.9,0.05,0,0,0.566964285714286
"4205",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,926,196,2015,46.9,37.6,1003.6,9.8,13.4,28.9,57,37.9,0.13,0,0,0.602678571428571
"4212",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,933,203,2015,44,27.7,1006,10,14.6,28,51.1,37.9,0,0,0,0.683035714285714
"4217",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,938,208,2015,43.7,27.5,1007.6,9.9,12.9,22.9,51.1,37,0,0,0,0.59375
"4222",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,943,213,2015,46.1,34,1004.6,9.8,7.4,999.9,54,37,0,0,0,0.433035714285714
"4227",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,948,218,2015,49,37.9,1001.5,10,8.9,21,57,39,0,0,0,0.59375
"4234",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,955,225,2015,46,35.9,1004.1,9.8,15.7,33,57,41,0.02,0,0,0.709821428571429
"4235",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,956,226,2015,49.3,38.5,1004.5,9.8,7.8,18.1,55.9,39.9,0,0,0,0.723214285714286
"4244",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,965,235,2015,48.1,38.3,1009.8,10,7.8,19,57,39,0,0,0,0.723214285714286
"4249",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,970,240,2015,43.8,37.2,1014.2,9.6,13.3,22.9,57,39,0,0,0,0.674107142857143
"4252",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,973,243,2015,44.4,36.7,1015.4,10,9.6,999.9,51.1,39,0,0,0,0.544642857142857
"4259",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,980,250,2015,44.5,38,1019,9.9,5.3,999.9,53.1,32,0,0,1,0.46875
"4264",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,985,255,2015,52.2,47.2,1023.4,9.9,8.8,20,60.1,32,0,0,0,0.700892857142857
"4265",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,986,256,2015,57.1,48.6,1022.4,9.8,11,21,71.1,46,0,0,0,0.642857142857143
"4273",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,994,264,2015,55.3,42.1,1023.9,9.7,6.8,999.9,71.1,46.9,0,0,0,0.611607142857143
"4277",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,998,268,2015,55.9,42.3,1022.4,9.8,7.2,999.9,70,42.1,0,0,0,0.714285714285714
"4280",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1001,271,2015,52.4,47.8,1021.8,7.1,8.8,999.9,70,42.1,0,0,1,0.790178571428571
"4285",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1006,276,2015,54.3,50.9,1026.1,4.4,6.4,999.9,64.9,46.9,0,0,1,0.611607142857143
"4290",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1011,281,2015,57,54.8,1023.5,0.8,8.3,999.9,64.9,50,0.01,0,1,0.59375
"4298",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1019,289,2015,57.9,55.9,1020.7,0.8,11.1,21,66.9,54,0,0,1,0.6875
"4303",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1024,294,2015,58.3,56.2,1012.5,0.9,11.3,24.1,66.9,54,0.02,0,1,0.611607142857143
"4306",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1027,297,2015,59.5,47.2,1012.4,8.7,12.2,24.1,66.9,53.1,0,0,0,0.683035714285714
"4313",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1034,304,2015,54,39.9,1025.2,10,6.9,999.9,66.9,45,0,0,0,0.665178571428571
"4319",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1040,310,2015,54.4,46.4,1025.7,10,9.7,999.9,64.9,46.9,0,0,0,0.705357142857143
"4321",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1042,312,2015,55.5,50.3,1023.7,9.9,7.5,999.9,64,48,0,0,0,0.571428571428571
"4328",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1049,319,2015,63.1,56.2,1020.3,9.4,9.1,21,78.1,50,0,0,0,0.598214285714286
"4330",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1051,321,2015,53.9,48.8,1023.2,5.7,9.4,18.1,60.1,48,0,0,1,0.691964285714286
"4335",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1056,326,2015,51.4,49.9,1015.7,2.3,8.6,999.9,61,46,0,0,1,0.566964285714286
"4343",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1064,334,2015,58.8,50.1,1007.7,6.1,11.2,28.9,64.9,46,0.3,0,1,0.71875
"4346",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1067,337,2015,54.8,41.1,1014.1,10,7.7,19,64.9,48,0,0,0,0.660714285714286
"4353",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1074,344,2015,53.8,48,1011.7,9.1,9.2,999.9,61,48,0.69,0,0,0.745535714285714
"4355",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1076,346,2015,54.8,33.2,1023.4,10,15,28,61,48,0.61,0,0,0.558035714285714
"4364",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1085,355,2015,56.5,48.2,1026.6,10,15.5,25.1,63,51.1,0,0,0,0.517857142857143
"4365",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1086,356,2015,58.9,52.6,1025.6,10,11.4,999.9,66,51.1,0,0,0,0.513392857142857
"4371",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1092,362,2015,61.1,56.2,1024.1,9.8,14.4,24.1,66,54,0,0,0,0.75
"4377",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,733,3,2015,62.4,57.8,1023.8,8.5,13.4,24.1,68,57.9,0,0,0,0.665178571428571
"4381",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,737,7,2015,62.4,57.6,1023,9.2,11.7,22,68,59,0,0,0,0.625
"4388",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,744,14,2015,65.4,57.4,1024.6,9.2,5.7,999.9,75.9,60.1,0,0,0,0.821428571428571
"4392",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,748,18,2015,63.3,59.9,1023.5,4.2,8.5,999.9,75.9,57.9,0,0,1,0.620535714285714
"4396",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,752,22,2015,64.7,60.9,1019.8,7.1,11.2,21,71.1,59,0,0,1,0.477678571428571
"4402",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,758,28,2015,55.9,52.8,1021.5,4.9,12.7,999.9,71.1,53.1,0,0,0,0.825892857142857
"4406",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,762,32,2015,53.4,50.1,1019.5,6.6,13.7,22.9,61,51.1,0.08,0,0,0.6875
"4410",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,766,36,2015,53,44.9,1022.7,10,13.9,25.1,57.9,50,0.07,0,0,0.651785714285714
"4419",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,775,45,2015,52.2,42.8,1025.5,10,7.9,18.1,60.1,43,0.01,0,0,0.558035714285714
"4423",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,779,49,2015,53.1,46.6,1021.2,10,7.3,999.9,60.1,43,0,0,0,0.633928571428571
"4425",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,781,51,2015,58,52.5,1012.6,8.4,11.5,28.9,63,46.9,0.05,0,1,0.674107142857143
"4434",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,790,60,2015,59.5,45.8,1020.5,10,7.7,999.9,69.1,51.1,0.14,0,0,0.602678571428571
"4436",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,792,62,2015,59.6,51.8,1018.6,10,10.6,999.9,69.1,51.1,0,0,0,0.6875
"4442",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,798,68,2015,64,59.9,1010.5,7.9,14.2,25.1,70,53.1,0,0,0,0.696428571428571
"4447",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,803,73,2015,65.2,58.5,1010.9,6.4,8.8,999.9,73,57.9,0.07,0,1,0.776785714285714
"4451",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,807,77,2015,64.6,59.7,1012.3,9.1,11.8,22,73,57.9,0,0,0,0.816964285714286
"4455",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,811,81,2015,67,60.2,1014.4,5.9,6.8,999.9,79,61,0,0,1,0.473214285714286
"4461",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,817,87,2015,68,61,1012.6,6,10.9,25.1,79,61,0.02,0,1,0.352678571428571
"4469",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,825,95,2015,66.9,53.5,1017.2,10,8.9,15.9,75.9,59,0,0,0,0.629464285714286
"4473",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,829,99,2015,57.8,51.4,1019.2,8,9.9,999.9,59,55,0,0,0,0.5
"4477",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,833,103,2015,64.2,61.9,1012.8,3.6,7.1,25.1,73,55.9,0.47,0,1,0.616071428571429
"4483",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,839,109,2015,64.8,53.9,1017.3,8.4,14.5,31.1,66.9,57,0,0,1,0.754464285714286
